@relation TestTweets

@attribute calculatedScore {-1.0,1.0}
@attribute tweetText string

@data
1.0,'Ben Amos doing well @Hull .Another clean sheet. He says he\'s enjoying the challenge of playing regular 1st team football. #MUFC'
-1.0,'IEBC may hold the most modern &amp; credible elections, but that wont stop Kenya from Burning again IF the intolerance we r witnessing continues'
-1.0,'Rt @gordonmutugi: IEBC may hold the most modern &amp; credible elections, but that wont stop Kenya from Burning again IF the intolerance we  ...'
-1.0,'Holger may have another selection headache with Carl Valeri coming off with a possible injury after 30 mins in tonight\'s game v Cesena'
1.0,'The Snickerdoodle-Strawberry Ice Cream Sandwich is BACK!!!!  We\'ll be at the SR Wed. Night Mkt, Guernville Farm... http://t.co/c1OS35kC'
1.0,'@sandraa0407 @Stillsanna @JRoyaal Dongwoo\'s reaction to 7th rank is just hilarious!!! xD'
-1.0,'Bharatiya Janata Party (BJP) national vice-president Gopinath Munde on Sunday refuted rumours that he was going to join the Congress.'
-1.0,'BJP doing drama to hide facts, says minister - The government Tuesday accused the Bharatiya Janata Party (BJP) of...http://t.co/GMxmgdR9'
1.0,'Jeff, Joseph Arthur and the amazing Richard Stuverud....\nFox Theater in Bolder, November 18th.\nDO NOT MISS THIS!... http://t.co/3fdt2JXv'
1.0,'Mushu at The Hurricane wearing Tressa\'s rockstar bday foam guitar after our show last Saturday. We killed it http://t.co/hS178hfp'
1.0,'I will see him perform at club Pulse tomorrow so happy lol my bday... Come party with me having a... http://t.co/DNkvAukc &lt;via #instagram&gt;'
-1.0,'Red Cross halts most Pakistan aid after beheading: The International Committee of the Red Cross  said on Tuesday... http://t.co/NyZ7fj7t'
1.0,'@DeanteT the 1st thing that came to mind was something from Flatbush Zombies hahaha or omg, Biz Markie. OR Ol\' Dirty Bastard &gt;:)'
1.0,'@bobmcbobbob1 Optimism: Pancake day on Sunday.'
1.0,'Gerald Green will show on a good team that he\'s more than just a dunker. Kid can do it all. 2nd biggest surprise behind JLin  #NBArank'
1.0,'$224.60.  Not a bad payoff for a 2nd race Trifecta at #DelMar.  Check it out: http://t.co/dyehzvrw'
1.0,'Hey don\'t forget our show at the Rex Theatre is Sunday! Anyone want a ticket contact us! http://t.co/qe99ciW0'
1.0,'Can\'t wait to see how wk 3 of the Safe House sermon will be broken down. This Sunday is Kanye\'s verse. \nMy Pastor keeps it real @PastorGeno'
1.0,'@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky'
1.0,'Egypt\'s Morsi gets red carpet welcome in Iran: TEHRAN, Aug 29: Egypt\'s Mohamed Morsi is in Iran for the first visit... http://t.co/LG2oLqrs'
1.0,'@cerysmatthews Saw Bruce Springsteen in June. \"Wrecking Ball\" great but \"Jack of All Trades\" v moving song of life in the Credit Crunch'
1.0,'4ths are in striking distance of promotion &amp; the title.\nSunday is Presidents Day. Be great to get as many of us together. 2pm legends v club'
1.0,'@redsonfire Perhaps they want a 3rd choice hahaha! Like Ben Amos at #MUFC'
1.0,'Sept 8 las Vegas Hard Rock, Randall \"the KO King\" Bailey vs Devon Alexander. 37 year old Bailey looking good in his 4 win streak.'
1.0,'@tressawill Good morning Tressa! Hope that you have a Fabulous Friday!'
1.0,'I\'ll be rooting for Penn State tomorrow...even tho THEY MURDERED JOE PA FOR SOMETHING HE DIDN\'T DO! the new coach &amp; kids deserve that'
1.0,'DMV I will be Performing LIVE @ DC Star this Saturday w/ Big and the Band shout to Sunshine + Bennyt'
-1.0,'@andrewilamb Chesters tomorrow for the match with me and shoddy you cool motherfucker?'
1.0,'February 13th \"Desperation Day\" the most awesome day of all time #True_Story'
1.0,'happy 15th anniversity kuya gloc9 you are number 1 rapper and francis M. .........'
1.0,'Won the 400 and the 200 and came 2nd in the 800 at Tayside and fife championships!'
1.0,'TRIFECTA! this friday get off your butt and come out to Halls to show some support as volleyball, soccer, and football take down the devils!'
1.0,'Steve Martin, Dan Aykroyd, Chevy Chase, John Belushi one of the best comedians in Sat Night Live..'
1.0,'@Al_Pro_ best one ever 7th track Dr.Dre on the beat ft. Biggie,2pac,Big L,&amp; Big Pun...song is gonna be called \"We Ain\'t Dead\" lmaooo'
1.0,'@NJHoranHugs Haha, I hardly knew about them and one day I was at her house and she sat me down and made me watch the Brit Awards with her :)'
1.0,'\"Eskom\'s #Entrepreneurship #Education Simama Ranta\" 9 provincial winning schools exhibit at Coca-Cola Dome 13 - 16 September. See you there'
-1.0,'@ahmedthalib waheed proposed mdp to join the  gov prior CoNI\'s verdict. 7 feb controversial power transfer refrained mdp joining the govt.'
1.0,'Looking forward to facing Ms. Allysin Kay this Saturday in Petrolia!! http://t.co/Z6CBqYp1  come check it out!'
-1.0,'Silent house was ass, when a stranger calls was ass, the woman in black was ass and Friday the 13th is also ass'
-1.0,'Waiting for a phone call off the head of Joseph Wright.  But I might have to go back to Benedicts tomorrow! :( #GodHelpMe'
1.0,'Manuel Charr Looks Confident Ahead of Saturday Clash Vs. Vitali Klitschko: Charr didn\'t look scared as he stared... http://t.co/o3VxixpV'
1.0,'Trifecta will be performing at the 19th Green in Jeffersonville IN on Thursday Sept 6 @ 8pm!  Come join the party!'
1.0,'@mtracey Fluke\'s famous for something said about here, not anything she did. Weird they had her scheduled to speak in the 1st place.'
1.0,'Tomorrow I plan on playing BlackOps Zombies, Gears3, and maybe MW3 all day thanks to my 2day LIVE code. Anyone down for some gaming?'
-1.0,'i miss my bestfriend,Octaveia, my cousin ,April .. my bestie,Kaliyah, Tricey, Dasia,Mikia,&amp; the other people i miss with at Richwood !!'
1.0,'Chillin in traffic listening to Wiz. Taylor Allderdice is my favorite mix tape of his. Actually it may be in my top 10 period'
1.0,'this friday at the arlene francis center!!! kinship, not to reason why, echorev, girls in suede and iditarod! doors at 7 :)'
-1.0,'The Big L is strictly gunplay\nI run thru church n pistol whip the priest every Sunday. DAMN :|'
1.0,'@zooarchaeologis cool, come to Monday group, they would love it, we often do day trips out together, Fire Station, World Book Day and stuff!'
-1.0,'It needs to storm February 9th so Endymion can get canceled and all the parades would then start at 7am Sunday. #MardiGras #NOLA'
1.0,'Come join us at the Walmart \"I Love My Car\" event this Friday and Saturday in Pico Rivera! Games and give-aways for the whole family.'
1.0,'Lowering the Bar may have found the first recusal motion to cite Girl Scout Cookies. http://t.co/ZmQwuuXM Thin Mints are criminally good.'
1.0,'Wichita State evens match 1-1 with 25-18 2nd set win. Watch live at http://t.co/eA7jZnYX or follow at http://t.co/KGfCaEpg.'
1.0,'So apparently tomorrow is National Kissing Day. I\'m gonna eat an entire bag of Hershey Kisses and call it a day.'
1.0,'@styleofsam oh, it is, tomorrow is Jason Wu fashion show!! You would LOVE!'
1.0,'Apparently tomorrow is Nation Kissing Day. Ladies, you\'re more than welcome to stop by.'
-1.0,'Our neighbor is removing some trees and my 7 year old has been so bothered about it all day at school.we may have to lay off Lorax for a bit'
1.0,'There are still spots available for \"Happiest Baby on the Block\" this Sunday! http://t.co/wMu6BVyz'
1.0,'Looking forward to seeing all our potential 4:19 participants next Saturday for our free taster at the Joseph wright center.'
1.0,'Be sure to watch the broadcast premiere of the official 2012 Iditarod Race documentary - Sunday 6-8pm. http://t.co/M5Nm7VJj'
1.0,'\"The Record\" is looking for creative&amp;&amp;talented ppl. Join Prof.Thorbjornsen&amp;&amp;Dr.Beverly on the 10th from 3-4pm in Rose Parlor.'
-1.0,'They better take Joe Pa to the Pet Semetary... They may never win agdin'
1.0,'We nailed the Trifecta at #Belmont today for $1,139.00 in the 7th race!  Check it out: http://t.co/bYMS71CE'
1.0,'@smiley_jedi Brilliant result!! I think the winnings may go on our phone bill after I\'m a Celeb or Dancing on Ice if the rumours are true :('
1.0,'@youngmensociety See you guys on the 6th of October in Bathurst along with Stan Walker. Can\'t wait!!! :D'
-1.0,'Vitali Klitschko stopped Manuel Charr in the fourth round to retain his WBC world heavyweight title Saturday night.  #eotpro'
1.0,'The Woman In Black - the legendary ghost thriller, touring to Dubai and Abu Dhabi in November &amp; December. More... http://t.co/2uz56zci'
1.0,'@arsenal_tickets I know its a long shot but can anyone help with a ticket to the North London Derby on Nov 17? I\'d be forever grateful'
1.0,'I may treat myself to some Serie B this evening. Cesena v Novara, maybe remind me of how much I loved Gianluca Comotto if he plays #joking'
1.0,'I love Tom Boonen. Forget the whole birth/citizen issue. I might just write him in for president in November.  http://t.co/9ry9OM13'
1.0,'OH SNAP! Another Sunday Pool Party at Shore Club in Miami with Ryan Morales, Jason Vernau and Ollie Sanders!!! We\'ll see you out there!'
1.0,'@teenystweeting see you tomorrow in Port Charles hope you\'re enjoying Big Brother :)'
1.0,'Watching \"The Woman In Black\" for the 9th time hahaha'
1.0,'Kinder Morgan (KMI) said Friday it agrees to pay $110M to settle investors\' lawsuits related to its ac... http://t.co/u5I6NeYg $KMI'
-1.0,'Can\'t wait to hear tomorrows CMAG Meeting about HORNY (CoNI ) Report. Baages wait &amp; watch you will be grilled tomorrow ! CMAG a hope.'
-1.0,'Protest against the Mitch Daniels Purdue Presidential nomination tomorrow @ Loeb Theater 2:30 pm. Bring a friend! #SOAPurdue'
1.0,'Foothill vs. Laguna Hills is @Cox3 game of the week. It airs Friday 11:30 pm Saturday 1 and 8 pm Sunday 1 and 7 pm 9/17 8 pm 9/18 8 pm'
1.0,'@arrington Noticed that joke when you interviewed Reid Hoffman. Better the 2nd time around ;)'
1.0,'This made my day. Girl Scout cookie orders start on Friday in #MD. I have an unhealthy obsession with Thin Mints ... http://t.co/dQEhmAsS'
1.0,'I had such a great time tonight that I\'ve decided to keep celebrating! Join me at Volare this Wed and Thurs! Bring your food donation!'
1.0,'tonight $2 tipsy tuesdays at 1433 Arch street at big bangs good food, music, and $2 drinks at ( 15th &amp; Arch  http://t.co/5ZsyKWVQ'
1.0,'Jim Luxford of East York with Calendar #1381619, our 1st $5,000 Daily Winner for September 11! http://t.co/FZP0CB1y'
1.0,'Loved the hair style from Friday\'s Jason Wu #NYFW show? We\'re giving you the step-by-step to recreate the look http://t.co/ToqV0jJC'
1.0,'Are you all ready for Roger Sanchez this Friday at HQ Nightclub!!! HMU at 609-335-3062 for table reservations and details!!!!'
1.0,'Loved the hair style from Friday\'s Jason Wu New York Fashion Week show? We\'re giving you the step-by-step to... http://t.co/fnc62FeG'
1.0,'Trill young savage finna walk around the crib naked tomorrow tho. Best believe!'
-1.0,'Congress lashes out at BJP over coal block issue: Lashing out at the Bharatiya Janata Party on Wednesday for its... http://t.co/6gOkjIt6'
-1.0,'Valentine day has been cancelled..what? Why? how? you may be asking. But you see it\'s simple math..\n14-2-12 =0'
1.0,'Performing tomorrow at the Harold Washington Cultural Center with @Smitty_LP come support the team http://t.co/9YEGfKrz'
1.0,'@mrjimBob @booksellercrow she\'s alright, she\'ll win the Brit Award for best female if she breaks wind between now and May.'
1.0,'I know it\'s in January but I cant wait for The Royal Rumble #WWE'
1.0,'Aubtourage: UPDATE, I will be storytelling for Risk on Sept 25 and the Wrecking Ball video will be released on Vevo Sept 26th! Love you!'
-1.0,'@iam_ShanaeWare Sorry about that. Don\'t miss the one that\'s coming on Friday though, Trayvon\'s family are going to be there.'
1.0,'On June 29, Andrew Breitbart offered a $100,000 reward to anyone for the \"full \'JournoList\' archive, source fully protected\".'
-1.0,'1st time I bring my phone to Harold Washington &amp; it goes off! :/'
1.0,'Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.'
1.0,'@DennisDMZ Hey the best was when you said Obama put out his smoke on Bidens forehead on Ash Wed'
1.0,'Haha.... Mum gave me my work wage for tomorrow for Ticketek so that I don\'t go to work (if that made any sense) just to stay home. Thanks'
1.0,'They may not be the best looking of Preds but they sure are comfy and snug!! Worth it plus swag colours! http://t.co/fiyvxqoB'
1.0,'I am hosting the Open Lobby!\nSaturday 15th ( Tomorrow )\n1:00PM - 3:00PM UK Time\nGamertag \"iL Ash Li\"\n\nBe there guys it\'s going 2 be awesome!'
1.0,'Rella wake up to shank one day thn pczeey the nxt day so who dat 3rd baby pappy lol #SheDontKnow'
1.0,'Drew Peterson is #Untouchable no more! Check out these movie photos before you watch on Sun at 7/6c: http://t.co/LT9WUkOD'
1.0,'Pray for Mohamed Morsi the new President of Egypt that he may continue to be a leader for freedom and peace.  http://t.co/f0LKm17i'
-1.0,'I don\'t want to go to school on Monday . My excuse will be that HISD doesn\'t have school lol ~'
1.0,'@amackin07 Love! I love all the episodes with Kristin Chenoweth (she plays April Rhodes). I\'m a fan of hers (obviously) lol!'
1.0,'Decent Woot deals on HD TV\'s here till the 18th  http://t.co/z5N2XIPU via @woot'
1.0,'I really want @WakaFlockaBSM to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC'
1.0,'@LoveMeSomeHEAD I really want @WakaFlockaBSM to tweet me since I bought 4 tickets to his concert October 9th Irving Plaza NYC'
-1.0,'The International Committee of the Red Cross on Friday warned that three Palestinian hunger strikers were at risk... http://t.co/rOHLu0N6'
1.0,'Big Bangs new season starts on the 27th YEAH BOII'
1.0,'\"Diana: A Celebration\" is officially OPEN to the public! Our hours are 9 a.m. to 5 p.m. today, 10 a.m. to 5 p.m. tomorrow.'
1.0,'The Orange County Armenian Festival is going on today and tomorrow 15 &amp; 16 in Laguna Hills.  Come and enjoy a... http://t.co/gAiixCnl'
1.0,'Awesome response guys! The correct answer is: Sam Gagner and Brendan Smith. All of you will be put into the draw this coming Thursday! #JT'
1.0,'Sophia Grace and Rosie: we know one of your songs!! the sun comes down NA NA NA NA @TomTheWanted http://t.co/eyykN7iF'
1.0,'Today is the day LOL 2nd annual fish fry @ Big Bangs http://t.co/TOW5ybTO'
-1.0,'@Jordilass you staying up for Monday\'s game. Don\'t fancy our chances with Krul, colo and Tiote missing'
1.0,'@PhilKitro What have you got for tomorrow? I have over 2.5 in Espanyol - Bilbao, Sociedad to win and Osauna - 0.25.'
1.0,'My Gosh! Nandito ako na NIA 3 ang guess what? Andito si Mon Tulfo!! Lolokohin ko nga! Hahaha #AnnabelleEnglish101 i shall play with him!'
1.0,'Thanks for everyone who came out for day 2 of World Music Festival! we\'ll see you tomorrow at 10am for a global grooves dance party'
1.0,'It\'s midnight on the east coast which means its @nickjonas birthday! HAPPY 20th BIRTHDAY NICK J!!!!!!!!!! &lt;333'
1.0,'Up All Night live is on September 28th on Nick to all you Aussie Directioners :)'
